name,description,images,location,price,propertyType,postedBy,amenities,status,createdBy,createdAt
Apartment 142,Synthetic apartment data 142 in Naga City for testing ML clustering.,['https://example.com/apartment_142.jpg'],"{'address': 'Apartment St. 142, Naga City, Camarines Sur', 'latitude': 13.605855, 'longitude': 123.181846}",2617,apartment,0a67d182-f910-42ea-af7d-67d4f48da528,"['balcony', 'parking']",available,cd1b4f18-6eed-4710-a9c9-822eabe35e03,2025-10-04 05:04:08.709241
Apartment 143,Synthetic apartment data 143 in Naga City for testing ML clustering.,['https://example.com/apartment_143.jpg'],"{'address': 'Apartment St. 143, Naga City, Camarines Sur', 'latitude': 13.637237, 'longitude': 123.190307}",1514,apartment,2e060199-7d2b-4ca0-87bd-ac04dd80b6f0,['aircon'],For rent,d25dcee5-7a80-4859-81f5-c694ccfd9160,2025-10-04 05:04:08.709303
Apartment 144,Synthetic apartment data 144 in Naga City for testing ML clustering.,['https://example.com/apartment_144.jpg'],"{'address': 'Apartment St. 144, Naga City, Camarines Sur', 'latitude': 13.616003, 'longitude': 123.191406}",1928,apartment,d539ea5f-cbc1-4e4f-a0d9-22c97943a62b,"['wifi', 'aircon']",fully booked,5a42c47f-8a0c-4271-b578-b069fe424fe5,2025-10-04 05:04:08.709362
Apartment 145,Synthetic apartment data 145 in Naga City for testing ML clustering.,['https://example.com/apartment_145.jpg'],"{'address': 'Apartment St. 145, Naga City, Camarines Sur', 'latitude': 13.623425, 'longitude': 123.202893}",19569,apartment,e1c1b9c8-f638-4088-aa4c-e79bd5460d05,"['aircon', 'security']",fully booked,9e0d5f97-71ff-4685-ad50-552aedda24d5,2025-10-04 05:04:08.709418
Apartment 146,Synthetic apartment data 146 in Naga City for testing ML clustering.,['https://example.com/apartment_146.jpg'],"{'address': 'Apartment St. 146, Naga City, Camarines Sur', 'latitude': 13.624414, 'longitude': 123.171226}",7179,apartment,1824145d-511f-4277-ac1f-2b30ed4569a2,[],fully booked,d7cac36b-91db-4423-b504-d75d7cc5db3d,2025-10-04 05:04:08.709474
Apartment 147,Synthetic apartment data 147 in Naga City for testing ML clustering.,['https://example.com/apartment_147.jpg'],"{'address': 'Apartment St. 147, Naga City, Camarines Sur', 'latitude': 13.600877, 'longitude': 123.206415}",14092,apartment,a8665208-315b-4fff-b9dc-0b4499396ef5,[],For rent,8a86859f-d8bf-47c1-9e7f-8503dd794b69,2025-10-04 05:04:08.709529
Apartment 148,Synthetic apartment data 148 in Naga City for testing ML clustering.,['https://example.com/apartment_148.jpg'],"{'address': 'Apartment St. 148, Naga City, Camarines Sur', 'latitude': 13.6205, 'longitude': 123.192822}",3868,apartment,e4f84827-850c-45e2-a864-c79daf1c4092,"['wifi', 'laundry', 'security']",available,bb4c792b-73f5-466d-955b-f18f11093e46,2025-10-04 05:04:08.709586
Apartment 149,Synthetic apartment data 149 in Naga City for testing ML clustering.,['https://example.com/apartment_149.jpg'],"{'address': 'Apartment St. 149, Naga City, Camarines Sur', 'latitude': 13.621872, 'longitude': 123.190588}",13438,apartment,c18344bf-6584-47b1-8bea-89b391a7d5b1,"['wifi', 'parking']",For sale,a7a7578a-4216-4968-a781-c44ac69d17ac,2025-10-04 05:04:08.709641
Apartment 150,Synthetic apartment data 150 in Naga City for testing ML clustering.,['https://example.com/apartment_150.jpg'],"{'address': 'Apartment St. 150, Naga City, Camarines Sur', 'latitude': 13.632256, 'longitude': 123.207107}",18221,apartment,dadb78cf-bf27-4540-b4ae-7973a9a5c37c,"['balcony', 'security']",For rent,bbb2e395-e021-4632-8cda-d3725856fee5,2025-10-04 05:04:08.709699
Apartment 151,Synthetic apartment data 151 in Naga City for testing ML clustering.,['https://example.com/apartment_151.jpg'],"{'address': 'Apartment St. 151, Naga City, Camarines Sur', 'latitude': 13.607792, 'longitude': 123.175459}",14654,apartment,4bd99922-c3cc-4c00-b7e8-05dfb3f51134,[],For sale,3ed1dc0e-143b-4374-85ef-acbaffc69e4c,2025-10-04 05:04:08.709763
Apartment 152,Synthetic apartment data 152 in Naga City for testing ML clustering.,['https://example.com/apartment_152.jpg'],"{'address': 'Apartment St. 152, Naga City, Camarines Sur', 'latitude': 13.600585, 'longitude': 123.175703}",16679,apartment,63749796-26e3-4cb7-b6df-0a0326d0db8c,"['wifi', 'security', 'aircon']",fully booked,24daec1c-95b2-4936-b070-82be59fe562b,2025-10-04 05:04:08.709823
Apartment 153,Synthetic apartment data 153 in Naga City for testing ML clustering.,['https://example.com/apartment_153.jpg'],"{'address': 'Apartment St. 153, Naga City, Camarines Sur', 'latitude': 13.600502, 'longitude': 123.203258}",8180,apartment,58d2b002-d54b-4256-af60-f7912fbf7c1d,[],For rent,dea658a9-a1a6-4bc2-88bc-bbf9b73adcfb,2025-10-04 05:04:08.709877
Apartment 154,Synthetic apartment data 154 in Naga City for testing ML clustering.,['https://example.com/apartment_154.jpg'],"{'address': 'Apartment St. 154, Naga City, Camarines Sur', 'latitude': 13.632473, 'longitude': 123.204818}",4244,apartment,d855bbb4-8a96-43ab-a633-f6628338e170,"['aircon', 'balcony', 'wifi']",For rent,03a1f944-6854-4561-a346-957deaade7f0,2025-10-04 05:04:08.709937
Apartment 155,Synthetic apartment data 155 in Naga City for testing ML clustering.,['https://example.com/apartment_155.jpg'],"{'address': 'Apartment St. 155, Naga City, Camarines Sur', 'latitude': 13.628908, 'longitude': 123.209556}",15623,apartment,055b30a3-ff7c-4eb9-aece-88c0adcdbd6c,[],For rent,ff1d5157-a49b-41ed-ab4d-aa311d4ff744,2025-10-04 05:04:08.710001
Apartment 156,Synthetic apartment data 156 in Naga City for testing ML clustering.,['https://example.com/apartment_156.jpg'],"{'address': 'Apartment St. 156, Naga City, Camarines Sur', 'latitude': 13.63375, 'longitude': 123.208977}",3947,apartment,775497d7-95c5-4d73-8dd9-87c69fc136a1,"['aircon', 'wifi', 'security']",available,74035b2e-3384-434e-8443-65114630169f,2025-10-04 05:04:08.710058
Apartment 157,Synthetic apartment data 157 in Naga City for testing ML clustering.,['https://example.com/apartment_157.jpg'],"{'address': 'Apartment St. 157, Naga City, Camarines Sur', 'latitude': 13.625508, 'longitude': 123.196801}",3392,apartment,020f2620-0e7b-4181-8b42-f68561e2021f,"['parking', 'laundry']",fully booked,4d7587ba-0582-40c0-9c9a-fea2065b51e6,2025-10-04 05:04:08.710113
Apartment 158,Synthetic apartment data 158 in Naga City for testing ML clustering.,['https://example.com/apartment_158.jpg'],"{'address': 'Apartment St. 158, Naga City, Camarines Sur', 'latitude': 13.607418, 'longitude': 123.202389}",16402,apartment,242ede26-e405-4633-83b9-a403fbd34bc3,['laundry'],fully booked,825fcf68-b32a-4d23-8a40-98bc1e3d9692,2025-10-04 05:04:08.710176
Apartment 159,Synthetic apartment data 159 in Naga City for testing ML clustering.,['https://example.com/apartment_159.jpg'],"{'address': 'Apartment St. 159, Naga City, Camarines Sur', 'latitude': 13.634251, 'longitude': 123.17932}",19899,apartment,21c51a8c-360f-41a5-b9bb-7ae70b6d106a,['laundry'],For rent,9cb2c141-01c8-495e-9652-b0dce60d6003,2025-10-04 05:04:08.710235
Apartment 160,Synthetic apartment data 160 in Naga City for testing ML clustering.,['https://example.com/apartment_160.jpg'],"{'address': 'Apartment St. 160, Naga City, Camarines Sur', 'latitude': 13.608655, 'longitude': 123.203612}",2486,apartment,9594fc98-e693-4630-8aab-d4f0cc41de29,[],For rent,7e03e2a8-6a62-4b59-8c0b-0ec2d20279db,2025-10-04 05:04:08.710289
Apartment 161,Synthetic apartment data 161 in Naga City for testing ML clustering.,['https://example.com/apartment_161.jpg'],"{'address': 'Apartment St. 161, Naga City, Camarines Sur', 'latitude': 13.625316, 'longitude': 123.17873}",3934,apartment,65e3cdc4-723d-4e26-b971-7f45c40992ef,"['security', 'laundry']",For sale,d4bbc668-2500-40a6-8cd3-cde75b575332,2025-10-04 05:04:08.710350
Apartment 162,Synthetic apartment data 162 in Naga City for testing ML clustering.,['https://example.com/apartment_162.jpg'],"{'address': 'Apartment St. 162, Naga City, Camarines Sur', 'latitude': 13.620469, 'longitude': 123.187522}",16345,apartment,f8580ba6-0b77-42ae-867f-50f22d0470af,"['security', 'laundry']",available,6e3cc97f-1ee4-4ee5-a770-e0ac5442cc5d,2025-10-04 05:04:08.710408
Apartment 163,Synthetic apartment data 163 in Naga City for testing ML clustering.,['https://example.com/apartment_163.jpg'],"{'address': 'Apartment St. 163, Naga City, Camarines Sur', 'latitude': 13.620819, 'longitude': 123.190666}",12130,apartment,587c9545-3c61-4f69-9402-0b8fdad3b960,"['balcony', 'wifi', 'parking']",available,a22bd983-7f4d-4d54-80ee-47193ed3775e,2025-10-04 05:04:08.710466
Apartment 164,Synthetic apartment data 164 in Naga City for testing ML clustering.,['https://example.com/apartment_164.jpg'],"{'address': 'Apartment St. 164, Naga City, Camarines Sur', 'latitude': 13.632414, 'longitude': 123.182876}",5500,apartment,d649ea4b-b44f-4cb3-a2da-62436d351996,"['laundry', 'wifi', 'parking']",For rent,8b24d5d3-c541-4d8d-8b6c-da8d66b87985,2025-10-04 05:04:08.710526
Apartment 165,Synthetic apartment data 165 in Naga City for testing ML clustering.,['https://example.com/apartment_165.jpg'],"{'address': 'Apartment St. 165, Naga City, Camarines Sur', 'latitude': 13.600809, 'longitude': 123.194748}",9534,apartment,3c1a02f4-0bb8-4d5a-9fda-9d0675dabfd8,[],For sale,331388ec-4d58-4206-8d3c-c1e9701d8e61,2025-10-04 05:04:08.710582
Apartment 166,Synthetic apartment data 166 in Naga City for testing ML clustering.,['https://example.com/apartment_166.jpg'],"{'address': 'Apartment St. 166, Naga City, Camarines Sur', 'latitude': 13.600238, 'longitude': 123.184173}",15717,apartment,16af03e4-c799-45fd-8525-6611dbd16b33,['aircon'],For sale,240fac8c-bde6-4120-9087-404ffc5e0eaa,2025-10-04 05:04:08.710642
Apartment 167,Synthetic apartment data 167 in Naga City for testing ML clustering.,['https://example.com/apartment_167.jpg'],"{'address': 'Apartment St. 167, Naga City, Camarines Sur', 'latitude': 13.636614, 'longitude': 123.180823}",17235,apartment,e7bccb64-ac76-40e8-bf7d-fd760cee9299,['parking'],available,3b0ef59a-e27c-40f7-aff0-bc86fa6b1816,2025-10-04 05:04:08.710699
Apartment 168,Synthetic apartment data 168 in Naga City for testing ML clustering.,['https://example.com/apartment_168.jpg'],"{'address': 'Apartment St. 168, Naga City, Camarines Sur', 'latitude': 13.605203, 'longitude': 123.181316}",11155,apartment,c8679567-4bfb-4837-81ea-1b8177bf5693,['parking'],For rent,0b00bf63-7d8b-47b6-a345-8f53070b9c0f,2025-10-04 05:04:08.710754
Apartment 169,Synthetic apartment data 169 in Naga City for testing ML clustering.,['https://example.com/apartment_169.jpg'],"{'address': 'Apartment St. 169, Naga City, Camarines Sur', 'latitude': 13.618529, 'longitude': 123.173434}",4172,apartment,ce6b3bf8-a9eb-46ba-a9fc-a220bb8f9f2f,['aircon'],available,d16ab405-a339-4b86-86b0-ef3a291ab498,2025-10-04 05:04:08.710813
Apartment 170,Synthetic apartment data 170 in Naga City for testing ML clustering.,['https://example.com/apartment_170.jpg'],"{'address': 'Apartment St. 170, Naga City, Camarines Sur', 'latitude': 13.636596, 'longitude': 123.206995}",16767,apartment,9da24733-ffea-4722-b826-884e8d87bb3d,[],available,d3df42f2-5d64-4d1c-bcfd-6504a5c29c37,2025-10-04 05:04:08.710868
Apartment 171,Synthetic apartment data 171 in Naga City for testing ML clustering.,['https://example.com/apartment_171.jpg'],"{'address': 'Apartment St. 171, Naga City, Camarines Sur', 'latitude': 13.620992, 'longitude': 123.170988}",7470,apartment,8c00c547-62eb-4cdb-b810-d1af1d9355a3,"['parking', 'balcony', 'security']",available,4fa13ab8-5b8a-4fbf-b3a7-6d2d32fe932a,2025-10-04 05:04:08.710929
Apartment 172,Synthetic apartment data 172 in Naga City for testing ML clustering.,['https://example.com/apartment_172.jpg'],"{'address': 'Apartment St. 172, Naga City, Camarines Sur', 'latitude': 13.620026, 'longitude': 123.200857}",7543,apartment,9187a3e2-27a8-4052-98b6-0d2c6f2caa55,"['laundry', 'balcony', 'aircon']",For sale,ba3b5569-4984-4318-a235-3da92e4fe223,2025-10-04 05:04:08.710989
Apartment 173,Synthetic apartment data 173 in Naga City for testing ML clustering.,['https://example.com/apartment_173.jpg'],"{'address': 'Apartment St. 173, Naga City, Camarines Sur', 'latitude': 13.605564, 'longitude': 123.188645}",5698,apartment,99b510d4-acba-4530-8923-511726431e9d,[],For sale,263f3d76-2449-4d5a-87a6-48a02e755bea,2025-10-04 05:04:08.711043
Apartment 174,Synthetic apartment data 174 in Naga City for testing ML clustering.,['https://example.com/apartment_174.jpg'],"{'address': 'Apartment St. 174, Naga City, Camarines Sur', 'latitude': 13.61799, 'longitude': 123.205997}",2847,apartment,bf7def69-1a35-40eb-9a53-c2b8b3352289,[],For sale,1c7f5fbf-3562-4685-b579-36075d760c6c,2025-10-04 05:04:08.711105
Apartment 175,Synthetic apartment data 175 in Naga City for testing ML clustering.,['https://example.com/apartment_175.jpg'],"{'address': 'Apartment St. 175, Naga City, Camarines Sur', 'latitude': 13.6341, 'longitude': 123.175033}",16587,apartment,1a2285e1-fcce-4a84-bf71-c8299c6b01cd,['wifi'],available,5caf4fad-a6c7-4e30-aeee-e5392d6b8204,2025-10-04 05:04:08.711160
Apartment 176,Synthetic apartment data 176 in Naga City for testing ML clustering.,['https://example.com/apartment_176.jpg'],"{'address': 'Apartment St. 176, Naga City, Camarines Sur', 'latitude': 13.63928, 'longitude': 123.181589}",6299,apartment,2f4988b8-992f-42fa-a98d-e78876ad2b1e,"['balcony', 'laundry']",fully booked,488b0f80-cb9d-41fc-95bd-f049cf48f3d1,2025-10-04 05:04:08.711215
Apartment 177,Synthetic apartment data 177 in Naga City for testing ML clustering.,['https://example.com/apartment_177.jpg'],"{'address': 'Apartment St. 177, Naga City, Camarines Sur', 'latitude': 13.634527, 'longitude': 123.179732}",4556,apartment,f4b3b7e7-36d0-4d43-990b-32182f41ae87,[],For sale,79aba5a0-f79b-4545-b8ea-2d2d5903512d,2025-10-04 05:04:08.711272
Apartment 178,Synthetic apartment data 178 in Naga City for testing ML clustering.,['https://example.com/apartment_178.jpg'],"{'address': 'Apartment St. 178, Naga City, Camarines Sur', 'latitude': 13.632256, 'longitude': 123.181611}",16381,apartment,2e11dede-c3d8-4440-aaf9-410519f4e2a5,"['wifi', 'laundry']",available,092006de-2085-4503-b7d5-4ec4f6cc40c3,2025-10-04 05:04:08.711329
Apartment 179,Synthetic apartment data 179 in Naga City for testing ML clustering.,['https://example.com/apartment_179.jpg'],"{'address': 'Apartment St. 179, Naga City, Camarines Sur', 'latitude': 13.637252, 'longitude': 123.208579}",3008,apartment,356cd664-edfe-42fc-8f17-0cf6f12feb18,"['wifi', 'parking', 'balcony']",available,299749d6-909b-4a5f-a207-b77e15d74f07,2025-10-04 05:04:08.711386
Apartment 180,Synthetic apartment data 180 in Naga City for testing ML clustering.,['https://example.com/apartment_180.jpg'],"{'address': 'Apartment St. 180, Naga City, Camarines Sur', 'latitude': 13.619959, 'longitude': 123.182849}",12596,apartment,e31a0956-9d21-4ed7-8b05-31bee1886e25,"['balcony', 'security']",fully booked,de211d3b-89ba-4608-bdd6-ffa0ba0ebeeb,2025-10-04 05:04:08.711445
Apartment 181,Synthetic apartment data 181 in Naga City for testing ML clustering.,['https://example.com/apartment_181.jpg'],"{'address': 'Apartment St. 181, Naga City, Camarines Sur', 'latitude': 13.614209, 'longitude': 123.19307}",16544,apartment,a137be89-cabe-417a-9ce5-814533fda286,['security'],For sale,fd0a953a-316e-4802-9095-00156213026d,2025-10-04 05:04:08.711505
Apartment 182,Synthetic apartment data 182 in Naga City for testing ML clustering.,['https://example.com/apartment_182.jpg'],"{'address': 'Apartment St. 182, Naga City, Camarines Sur', 'latitude': 13.623376, 'longitude': 123.198431}",10378,apartment,22ff26c7-61a6-407a-92a6-3bbaf1cd75b4,"['wifi', 'parking', 'security']",fully booked,e658ef1c-1d84-403f-90e1-8ee7b158a06b,2025-10-04 05:04:08.711561
Apartment 183,Synthetic apartment data 183 in Naga City for testing ML clustering.,['https://example.com/apartment_183.jpg'],"{'address': 'Apartment St. 183, Naga City, Camarines Sur', 'latitude': 13.611586, 'longitude': 123.209599}",3952,apartment,32892ecf-2810-4af7-b6e3-66ed572ebec2,"['laundry', 'balcony', 'wifi']",For sale,2af2892f-5eac-4a80-a8e6-0c851fb29f69,2025-10-04 05:04:08.711617
Apartment 184,Synthetic apartment data 184 in Naga City for testing ML clustering.,['https://example.com/apartment_184.jpg'],"{'address': 'Apartment St. 184, Naga City, Camarines Sur', 'latitude': 13.608584, 'longitude': 123.185769}",16231,apartment,a590064d-c5e1-473c-abb7-70fef6ccd9aa,"['balcony', 'wifi', 'security']",For sale,c5dfbbcd-ce7e-4eaf-aad6-859c9e7f8a38,2025-10-04 05:04:08.711673
Apartment 185,Synthetic apartment data 185 in Naga City for testing ML clustering.,['https://example.com/apartment_185.jpg'],"{'address': 'Apartment St. 185, Naga City, Camarines Sur', 'latitude': 13.639217, 'longitude': 123.192082}",11751,apartment,dc2d5626-7372-4490-96a0-18d19a252dd3,"['laundry', 'wifi']",For rent,5a6fa915-f2db-4297-b6a4-4288a3c1160c,2025-10-04 05:04:08.711728
Apartment 186,Synthetic apartment data 186 in Naga City for testing ML clustering.,['https://example.com/apartment_186.jpg'],"{'address': 'Apartment St. 186, Naga City, Camarines Sur', 'latitude': 13.60984, 'longitude': 123.197179}",15222,apartment,07488fb0-5c4b-4773-826f-2ff78a44ec2b,"['security', 'parking', 'aircon']",available,08e9730e-d94e-437f-bc1c-90f07e8f2f30,2025-10-04 05:04:08.711790
Apartment 187,Synthetic apartment data 187 in Naga City for testing ML clustering.,['https://example.com/apartment_187.jpg'],"{'address': 'Apartment St. 187, Naga City, Camarines Sur', 'latitude': 13.62515, 'longitude': 123.206881}",8851,apartment,dc51bb70-0092-4b60-8e91-134241fdd1f9,[],For sale,d1664cdc-1b7f-4574-8649-785e6c47cdb3,2025-10-04 05:04:08.711846
Apartment 188,Synthetic apartment data 188 in Naga City for testing ML clustering.,['https://example.com/apartment_188.jpg'],"{'address': 'Apartment St. 188, Naga City, Camarines Sur', 'latitude': 13.637334, 'longitude': 123.196288}",7283,apartment,9bc65a14-7dcf-48b8-8f67-82b8fce89917,"['security', 'wifi', 'parking']",For sale,3a7b7ecd-3eba-4760-8acc-88f2b6175dcf,2025-10-04 05:04:08.711902
Apartment 189,Synthetic apartment data 189 in Naga City for testing ML clustering.,['https://example.com/apartment_189.jpg'],"{'address': 'Apartment St. 189, Naga City, Camarines Sur', 'latitude': 13.607057, 'longitude': 123.208563}",19627,apartment,bd5c3a63-66fb-4b0d-b723-4e3fcc568274,"['security', 'aircon', 'wifi']",available,7e4dd0c2-0973-489d-973a-90cd18a95a50,2025-10-04 05:04:08.711956
Apartment 190,Synthetic apartment data 190 in Naga City for testing ML clustering.,['https://example.com/apartment_190.jpg'],"{'address': 'Apartment St. 190, Naga City, Camarines Sur', 'latitude': 13.616885, 'longitude': 123.202719}",10216,apartment,c49deb2f-e92a-4023-a1f5-1fac8b0d2005,"['parking', 'security', 'laundry']",available,4a0dbc79-e360-4a25-999d-15cff192d20d,2025-10-04 05:04:08.712026
Apartment 191,Synthetic apartment data 191 in Naga City for testing ML clustering.,['https://example.com/apartment_191.jpg'],"{'address': 'Apartment St. 191, Naga City, Camarines Sur', 'latitude': 13.611077, 'longitude': 123.193539}",3609,apartment,656bcbcd-a2cf-43d0-94dc-2a1468a37637,['balcony'],available,24dbf018-b50c-4be5-a578-3ab3c163e966,2025-10-04 05:04:08.712086
Apartment 192,Synthetic apartment data 192 in Naga City for testing ML clustering.,['https://example.com/apartment_192.jpg'],"{'address': 'Apartment St. 192, Naga City, Camarines Sur', 'latitude': 13.630169, 'longitude': 123.194976}",5191,apartment,ecc4dbec-1e52-4900-9f7a-50c3e31077a9,"['security', 'laundry', 'wifi']",available,251d4b8b-ba6d-4ca0-b59b-7fd3affd3c77,2025-10-04 05:04:08.712141
Apartment 193,Synthetic apartment data 193 in Naga City for testing ML clustering.,['https://example.com/apartment_193.jpg'],"{'address': 'Apartment St. 193, Naga City, Camarines Sur', 'latitude': 13.606452, 'longitude': 123.175099}",7263,apartment,2da90ffc-e89e-498f-9caf-d3f801a5583e,"['laundry', 'security']",fully booked,18f2bc09-7fb4-4c50-8eff-99aea46a5a0f,2025-10-04 05:04:08.712197
Apartment 194,Synthetic apartment data 194 in Naga City for testing ML clustering.,['https://example.com/apartment_194.jpg'],"{'address': 'Apartment St. 194, Naga City, Camarines Sur', 'latitude': 13.619508, 'longitude': 123.18482}",5416,apartment,73bb2264-886f-42ee-ab65-1cd855e9a246,[],For sale,c7779e7b-4501-437b-94df-540dfb08d4a2,2025-10-04 05:04:08.712250
Apartment 195,Synthetic apartment data 195 in Naga City for testing ML clustering.,['https://example.com/apartment_195.jpg'],"{'address': 'Apartment St. 195, Naga City, Camarines Sur', 'latitude': 13.632107, 'longitude': 123.181746}",17642,apartment,f673f536-0e09-4f3d-ba8b-66551d636dab,"['wifi', 'aircon']",For sale,85e2015d-7552-49ba-9265-367cbeb46097,2025-10-04 05:04:08.712310
Apartment 196,Synthetic apartment data 196 in Naga City for testing ML clustering.,['https://example.com/apartment_196.jpg'],"{'address': 'Apartment St. 196, Naga City, Camarines Sur', 'latitude': 13.613264, 'longitude': 123.195859}",4316,apartment,7eeda52c-4956-4368-84c1-e41498f0d43c,['parking'],fully booked,5c169245-14ab-4179-b79a-3270e3ed41a3,2025-10-04 05:04:08.712366
Apartment 197,Synthetic apartment data 197 in Naga City for testing ML clustering.,['https://example.com/apartment_197.jpg'],"{'address': 'Apartment St. 197, Naga City, Camarines Sur', 'latitude': 13.605038, 'longitude': 123.209166}",18606,apartment,4798c75c-1bb1-476c-be91-7cec28a35036,"['laundry', 'security']",fully booked,5e5a5fcb-5c7f-4c89-93fb-847c9c80ca0a,2025-10-04 05:04:08.712420
Apartment 198,Synthetic apartment data 198 in Naga City for testing ML clustering.,['https://example.com/apartment_198.jpg'],"{'address': 'Apartment St. 198, Naga City, Camarines Sur', 'latitude': 13.629782, 'longitude': 123.177057}",15359,apartment,ccbeb0c4-bcbf-450f-8a48-904c7061f847,"['parking', 'laundry', 'wifi']",available,d350fdfb-988f-4c23-a77a-48190f05c9d7,2025-10-04 05:04:08.712479
Apartment 199,Synthetic apartment data 199 in Naga City for testing ML clustering.,['https://example.com/apartment_199.jpg'],"{'address': 'Apartment St. 199, Naga City, Camarines Sur', 'latitude': 13.638578, 'longitude': 123.184715}",7551,apartment,c787c027-2fe6-4c3a-8303-2b584afe84e1,"['aircon', 'parking']",fully booked,3288e4c4-d16d-4174-bc66-e052d7fe5337,2025-10-04 05:04:08.712535
Apartment 200,Synthetic apartment data 200 in Naga City for testing ML clustering.,['https://example.com/apartment_200.jpg'],"{'address': 'Apartment St. 200, Naga City, Camarines Sur', 'latitude': 13.623468, 'longitude': 123.182054}",13987,apartment,5a073626-d0d6-47aa-b685-bd3b2612d3e7,[],available,27b9a152-2c2d-45d9-9d30-9fab63ea56de,2025-10-04 05:04:08.712590
